fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
6.94,0.411,0.64,0.6,0.134,28.4,30.4,0.998423,3.37,0.585,8.6,3
9.38,0.62,0.329,1.45,0.086,12.1,6.0,0.998501,3.017,0.591,9.81,4
8.28,0.722,0.36,4.6,0.125,26.5,62.7,0.998072,3.352,0.978,8.94,5
5.96,0.599,0.139,2.21,0.12,1.6,39.7,0.998313,3.502,0.384,8.96,5
7.76,0.547,0.407,3.49,0.11,11.1,6.8,0.99626,3.292,0.878,10.52,8
8.92,0.532,0.198,0.97,0.024,26.9,63.0,0.996311,3.044,0.941,10.93,4
9.34,0.52,0.216,3.3,0.126,32.4,93.6,0.995469,3.248,0.79,10.37,4
8.06,0.426,0.386,2.27,0.071,7.8,7.1,0.997019,3.502,0.604,9.9,4
10.9,0.449,0.04,1.83,0.112,6.6,80.1,0.995697,3.349,0.903,9.45,6
10.01,0.796,0.573,2.75,0.053,21.9,37.0,0.995877,3.097,0.605,10.08,7
7.86,0.51,0.305,1.81,0.046,9.4,33.3,0.99784,3.665,0.54,9.58,8
9.58,0.389,0.513,0.6,0.156,13.1,107.1,0.998951,3.122,0.594,10.34,4
11.59,0.437,0.066,3.79,0.054,25.1,35.7,0.997457,3.274,0.563,8.88,5
11.63,0.728,0.095,2.84,0.127,10.2,49.5,1.000109,3.154,0.499,11.1,7
6.21,0.652,0.049,2.06,0.091,4.7,71.6,0.99536,3.155,0.849,9.83,3
6.72,0.631,0.318,1.15,0.072,2.2,10.0,0.993208,3.242,0.529,10.78,7
10.82,0.484,0.283,0.6,0.085,16.0,48.9,0.998058,3.405,0.655,11.29,3
6.5,0.633,0.182,2.81,0.041,3.7,48.6,0.995234,3.504,0.415,10.73,3
6.05,0.414,0.077,4.76,0.087,12.8,107.8,0.99618,3.252,0.665,11.2,3
7.47,0.483,0.029,2.78,0.049,1.3,6.0,0.993337,3.158,0.463,8.33,8
9.01,0.705,0.261,0.6,0.073,33.1,33.9,0.994992,3.382,0.459,9.91,7
8.13,0.687,0.182,2.82,0.119,38.6,16.0,0.993846,3.386,0.641,11.5,7
7.19,0.353,0.14,2.43,0.096,4.8,12.5,0.995875,3.346,0.84,10.91,7
7.15,0.376,0.564,3.71,0.035,18.6,83.6,0.99595,3.351,0.735,12.25,7
7.09,0.55,0.254,3.35,0.117,5.8,47.4,0.996871,3.293,0.747,12.1,5
6.8,0.841,0.511,1.68,0.087,12.7,28.2,0.999055,3.325,0.638,10.7,7
12.18,0.185,0.169,3.26,0.068,34.8,29.5,0.997986,3.283,0.603,10.15,3
8.81,0.58,0.317,1.1,0.113,11.0,28.0,0.993618,3.471,0.794,9.44,6
9.81,0.282,0.259,0.6,0.081,12.9,30.9,0.997855,3.644,0.564,9.92,7
7.47,0.416,0.053,2.24,0.046,6.0,6.0,0.996912,3.337,0.802,9.99,8
7.98,0.464,0.541,3.08,0.152,27.9,38.0,0.996514,3.309,0.87,9.81,5
7.09,0.454,0.244,0.6,0.086,18.4,34.7,0.996657,3.348,0.517,9.48,4
4.0,0.434,0.412,3.49,0.084,11.3,21.6,0.997089,3.211,0.542,10.8,7
5.96,0.531,0.127,3.57,0.073,15.4,51.6,0.995385,3.425,0.567,12.1,3
5.22,0.434,0.239,2.57,0.128,9.0,54.4,0.996354,3.376,0.411,11.33,7
4.48,0.267,0.105,1.29,0.069,25.0,28.2,0.998949,3.247,0.58,10.08,7
6.27,0.67,0.505,1.13,0.033,28.5,41.8,0.995363,3.445,0.881,11.41,7
10.55,0.666,0.329,3.94,0.063,1.1,117.5,0.994743,3.313,0.482,10.75,4
8.22,0.682,0.34,0.6,0.133,37.9,116.3,0.996583,3.164,0.885,10.36,3
10.49,0.253,0.528,3.99,0.116,1.0,11.8,0.994552,3.363,0.586,10.3,6
9.0,0.584,0.49,2.27,0.078,29.4,16.4,0.993427,3.346,1.019,10.2,5
9.63,0.652,0.415,2.37,0.135,17.5,11.6,0.996046,3.454,0.544,11.05,5
6.77,0.344,0.0,0.6,0.113,10.6,81.3,0.999452,3.435,0.636,10.54,4
9.19,0.532,0.138,2.29,0.078,11.6,33.4,0.996627,3.294,0.505,9.67,5
9.54,0.509,0.079,3.36,0.081,15.5,54.4,0.997039,3.239,0.543,9.62,7
7.32,0.862,0.408,0.63,0.099,18.1,112.2,0.992653,3.31,0.887,10.71,8
9.25,0.876,0.302,3.2,0.058,6.2,46.2,0.997532,3.364,0.741,10.83,5
9.26,0.23,0.006,2.62,0.087,13.4,69.7,0.996877,3.383,0.835,10.09,3
7.37,0.979,0.234,1.6,0.098,7.8,63.6,0.995437,3.355,0.436,9.27,3
6.39,0.365,0.014,3.7,0.028,3.1,27.1,0.997042,3.296,0.771,11.65,4
6.29,0.707,0.26,0.6,0.08,7.3,81.3,0.997023,3.46,0.495,11.44,3
8.45,0.705,0.045,2.99,0.076,3.8,18.5,0.994687,3.209,0.433,8.41,7
8.86,0.351,0.37,4.77,0.123,11.5,90.6,0.997331,3.682,0.701,11.74,6
6.95,0.619,0.342,4.52,0.022,20.4,27.2,0.998975,3.424,0.699,10.19,7
8.35,0.511,0.633,3.05,0.074,17.2,30.8,0.996267,3.141,0.669,10.59,4
9.27,0.63,0.431,2.08,0.07,36.6,10.7,0.995052,3.338,0.782,11.54,7
9.35,0.572,0.19,1.61,0.121,7.3,16.1,0.996363,3.426,0.809,12.05,4
10.94,0.745,0.425,2.08,0.085,20.8,32.5,0.998324,3.258,0.91,11.4,4
10.47,0.544,0.004,3.26,0.15,16.0,33.5,0.99437,3.086,0.458,10.64,8
6.6,0.5,0.087,1.37,0.11,24.5,38.8,0.997799,3.154,0.915,9.02,8
11.16,0.727,0.333,3.56,0.073,23.4,29.8,0.995412,3.391,0.98,8.37,6
7.4,0.634,0.14,5.49,0.095,14.2,72.5,0.99716,3.047,0.598,11.28,6
10.08,0.662,0.263,2.41,0.075,17.7,60.4,0.995628,3.093,0.376,11.74,7
8.42,0.41,0.076,0.62,0.117,8.1,23.2,0.995623,3.391,0.425,9.59,7
7.6,0.342,0.289,0.62,0.04,22.3,31.4,0.999594,3.277,0.581,10.13,4
5.23,0.428,0.065,3.59,0.058,3.8,38.8,0.994023,3.206,1.002,9.84,3
8.01,0.418,0.351,2.42,0.103,24.1,95.4,0.997622,3.236,0.663,9.82,4
5.65,0.672,0.274,3.73,0.13,15.7,19.4,0.99999,3.089,0.555,11.47,5
9.94,0.706,0.536,1.75,0.012,10.8,22.8,0.998002,3.383,0.543,10.62,4
10.88,0.502,0.271,3.66,0.135,13.5,9.4,0.994171,3.189,0.435,10.17,6
6.95,0.788,0.124,2.28,0.082,14.2,6.0,0.994265,3.23,0.809,13.06,3
8.81,0.776,0.223,1.47,0.021,29.5,56.6,0.995272,3.362,0.644,8.97,6
7.07,0.574,0.015,1.94,0.018,49.9,53.2,0.997,3.272,1.017,10.95,7
7.23,0.382,0.347,0.82,0.033,28.7,88.7,0.997129,3.204,0.767,9.35,3
9.62,0.814,0.382,5.29,0.086,10.0,80.8,0.994284,3.012,0.801,10.24,4
8.23,0.519,0.739,2.37,0.085,22.5,125.4,0.995042,3.365,0.619,10.55,6
11.26,0.553,0.152,3.4,0.109,23.0,44.1,0.995158,3.322,0.475,11.24,3
7.48,0.469,0.219,1.75,0.068,6.2,37.9,0.996357,3.232,0.511,10.14,6
10.0,0.37,0.161,1.03,0.048,2.7,6.0,1.000471,3.154,0.427,10.03,7
8.47,0.266,0.31,2.17,0.073,15.2,69.4,0.994927,3.312,0.815,10.12,5
9.65,0.644,0.343,4.04,0.088,24.4,50.4,0.994844,3.382,0.595,9.32,3
7.54,0.389,0.26,1.77,0.095,1.0,67.9,0.994547,3.325,0.822,11.03,6
8.22,1.081,0.476,1.28,0.059,8.3,9.0,0.997908,3.556,0.683,10.68,8
8.1,0.335,0.153,2.72,0.119,21.9,58.1,0.996621,3.416,0.61,10.84,4
6.88,0.304,0.457,3.2,0.065,16.3,53.3,0.994997,3.294,0.461,10.33,8
9.43,0.622,0.372,4.8,0.057,30.8,51.1,0.996011,3.421,0.711,10.21,8
9.41,0.805,0.268,3.0,0.068,1.1,24.0,0.995196,3.317,0.623,11.58,4
9.31,0.542,0.21,3.4,0.125,40.6,85.6,0.997262,3.317,0.813,11.42,6
10.91,0.633,0.731,3.51,0.082,1.0,114.0,1.0018,3.504,0.538,11.81,3
10.76,0.198,0.115,0.89,0.063,5.4,10.0,0.997747,3.175,0.765,10.77,6
7.66,0.408,0.327,1.15,0.119,15.3,70.2,0.996523,3.313,0.939,11.75,8
8.93,0.337,0.127,0.98,0.162,4.0,48.2,0.995437,3.488,0.706,9.98,8
7.24,0.189,0.609,0.63,0.094,15.5,68.5,0.994148,3.356,0.793,10.2,4
8.34,0.551,0.438,3.61,0.13,15.1,15.0,0.998094,3.255,0.757,11.6,6
7.28,0.126,0.141,2.91,0.123,13.8,29.2,0.997991,3.054,0.983,11.24,3
11.05,0.292,0.367,2.61,0.066,7.1,6.0,0.995814,2.969,0.723,10.11,4
8.92,0.433,0.319,1.13,0.088,20.4,39.4,0.999005,3.621,0.779,9.35,8
7.93,0.38,0.172,5.38,0.042,12.6,74.1,0.99674,3.356,0.654,10.2,6
10.33,0.601,0.414,1.25,0.08,27.5,14.6,0.998172,3.222,0.528,9.72,5
4.61,0.585,0.344,5.37,0.065,14.0,34.7,0.997263,3.362,0.455,12.12,8
4.88,0.691,0.311,0.6,0.073,5.8,29.6,0.996363,3.168,0.875,11.16,7
9.65,0.665,0.262,1.36,0.061,1.8,98.5,0.994886,3.26,0.489,9.63,3
8.4,0.735,0.352,0.6,0.077,14.1,60.7,0.996423,3.169,0.787,9.36,3
8.73,0.53,0.314,3.01,0.106,2.6,7.8,0.9983,3.098,0.731,9.62,6
6.05,0.585,0.281,0.96,0.083,1.7,31.0,0.995735,2.994,0.816,9.84,8
8.26,0.622,0.148,1.0,0.022,21.4,97.7,0.997536,3.07,0.572,10.23,3
11.71,0.555,0.592,0.6,0.061,2.8,70.0,0.994643,3.463,0.526,11.51,6
9.7,0.459,0.07,3.59,0.034,30.7,16.3,0.998182,3.162,0.724,9.43,7
8.59,0.47,0.351,3.5,0.096,17.6,37.7,0.997295,3.39,0.61,12.69,8
7.55,0.383,0.209,5.04,0.105,15.4,38.8,0.994416,3.453,0.451,9.46,6
7.63,0.606,0.604,1.54,0.096,5.0,28.8,0.996274,3.312,0.99,8.99,8
4.68,0.513,0.098,2.81,0.059,23.9,9.8,0.99847,3.265,0.525,12.09,8
8.74,0.411,0.13,0.69,0.096,15.9,24.2,0.994308,3.33,0.491,11.72,8
9.74,0.411,0.086,2.03,0.071,8.7,92.2,0.994665,3.248,0.619,10.22,7
5.62,0.312,0.331,1.77,0.047,18.0,34.0,0.996568,3.491,0.873,10.78,8
7.18,0.706,0.009,3.15,0.113,1.8,43.1,1.000753,3.591,0.292,10.81,3
6.33,0.544,0.179,3.92,0.116,1.3,51.1,0.995422,3.527,0.859,10.54,3
6.66,0.375,0.139,3.89,0.12,4.1,119.5,0.997641,2.987,0.505,9.1,6
8.39,0.676,0.316,1.32,0.066,19.6,46.8,0.997194,3.244,0.705,8.0,7
4.76,0.429,0.175,3.9,0.128,15.9,82.5,0.99558,3.311,0.545,9.56,8
9.34,0.277,0.013,2.44,0.07,26.9,26.8,0.997006,3.379,0.999,12.22,7
9.58,0.714,0.476,2.05,0.11,6.2,38.0,0.995849,3.051,0.681,12.26,4
7.87,0.433,0.022,1.51,0.069,21.9,46.9,0.99602,3.048,0.54,10.14,8
4.08,0.456,0.421,1.72,0.079,14.7,21.0,0.993544,3.506,0.609,9.44,3
6.61,0.537,0.137,4.94,0.012,6.0,39.8,0.996654,3.226,0.675,10.68,3
10.4,0.736,0.574,2.93,0.076,19.9,75.7,0.998408,3.087,0.69,10.84,7
4.0,0.534,0.412,2.74,0.09,15.2,20.2,0.996809,3.144,0.735,11.0,8
7.71,0.314,0.078,2.13,0.073,9.3,46.5,0.998772,3.369,0.66,8.0,6
6.29,0.628,0.096,5.92,0.148,16.3,69.8,0.997803,3.187,0.426,13.56,3
9.67,0.443,0.385,4.33,0.046,14.5,19.4,0.996587,3.346,0.602,11.53,3
7.15,0.87,0.22,1.49,0.067,14.3,82.5,0.995507,3.163,0.763,10.2,8
8.99,0.53,0.238,2.12,0.055,11.6,48.9,0.995776,3.048,0.546,9.68,4
9.26,0.128,0.512,2.2,0.067,2.2,41.1,0.993906,3.524,0.774,11.39,6
11.42,0.594,0.128,2.7,0.123,16.7,19.6,0.996193,3.37,0.665,10.9,4
7.95,0.88,0.287,1.52,0.139,7.5,34.2,0.996977,3.26,0.623,10.49,4
8.94,0.814,0.451,3.11,0.062,5.2,58.7,0.999959,3.232,0.863,10.86,7
5.78,0.86,0.424,4.53,0.062,13.4,103.9,0.997704,3.53,0.365,10.29,7
10.32,0.346,0.24,0.66,0.047,23.6,65.2,0.995057,3.399,0.545,10.8,5
7.01,0.694,0.215,0.92,0.133,17.8,83.6,0.993965,3.482,0.87,11.13,6
7.35,0.4,0.06,1.82,0.126,10.3,6.7,0.996308,3.222,0.971,10.74,5
8.26,0.57,0.069,1.89,0.083,9.9,42.3,0.998242,3.318,1.049,10.69,6
5.64,0.301,0.33,5.3,0.038,22.6,86.7,0.996281,3.37,0.669,11.79,7
8.69,0.414,0.244,3.9,0.041,9.3,17.3,0.99773,3.227,0.738,8.8,7
9.94,0.408,0.284,3.82,0.093,24.3,78.3,0.996356,3.296,0.799,9.6,4
8.8,0.692,0.467,2.13,0.106,3.8,70.6,0.998062,3.222,0.877,10.43,4
5.6,0.674,0.044,2.1,0.015,1.0,55.5,0.993665,3.37,0.713,9.67,7
8.09,0.58,0.225,0.6,0.076,10.5,35.7,0.999748,3.112,0.817,10.0,6
9.56,0.287,0.306,3.59,0.144,38.7,14.1,0.994586,3.396,0.738,11.69,5
5.11,0.474,0.136,3.19,0.079,33.5,104.9,0.998208,3.357,0.749,10.25,8
6.47,0.396,0.542,4.3,0.139,23.3,67.3,0.996183,3.28,0.504,8.57,5
9.79,0.687,0.443,2.2,0.11,19.6,57.7,0.99648,3.377,0.604,9.98,5
8.76,0.742,0.325,2.3,0.049,3.7,32.9,0.996242,3.255,0.571,10.46,6
9.0,0.72,0.611,2.74,0.077,17.5,47.7,0.997186,3.209,0.458,10.44,4
11.46,0.394,0.015,3.75,0.082,10.1,51.9,0.997569,3.392,0.379,10.96,7
9.1,0.08,0.269,0.6,0.054,7.3,59.7,0.998711,3.398,0.588,10.87,8
9.42,0.212,0.34,3.53,0.053,17.5,70.7,0.999375,3.234,0.615,10.26,8
12.91,0.786,0.096,2.47,0.14,11.0,20.8,0.99733,3.221,0.678,9.21,5
7.94,0.458,0.327,1.02,0.053,25.0,6.0,0.999956,3.283,0.754,9.96,4
6.94,0.395,0.06,0.6,0.125,4.4,49.3,0.996877,3.227,0.692,9.78,5
9.03,0.826,0.401,2.31,0.072,16.7,11.0,0.998747,3.539,0.616,10.11,3
9.05,0.758,0.471,4.53,0.086,6.7,35.9,0.997515,3.357,0.504,11.09,7
7.4,0.534,0.322,4.84,0.107,11.6,29.7,0.995657,3.312,0.809,10.8,5
6.54,0.477,0.082,3.0,0.066,19.1,62.7,0.997044,3.17,0.643,11.22,3
12.23,0.506,0.086,5.25,0.107,4.2,111.7,0.997656,3.421,0.586,10.02,6
8.86,0.571,0.377,2.44,0.015,17.6,17.5,0.996639,3.218,0.628,11.91,7
7.06,0.818,0.274,3.83,0.102,13.7,121.3,0.997484,3.212,0.535,11.07,4
9.86,0.606,0.242,1.87,0.012,9.0,38.8,0.998344,3.426,0.57,10.51,5
8.11,0.661,0.506,1.78,0.079,11.0,57.9,0.996656,3.368,0.564,11.0,8
7.87,0.74,0.296,1.55,0.117,14.3,6.0,0.991107,2.934,0.611,9.72,7
9.26,0.319,0.114,0.6,0.109,7.8,79.3,0.999889,3.286,0.771,8.29,7
6.1,0.666,0.459,4.3,0.042,16.0,47.9,0.996135,3.329,0.729,9.79,5
8.9,0.477,0.141,1.6,0.046,13.0,44.5,0.995136,3.259,0.923,11.15,5
11.55,0.08,0.139,1.38,0.063,9.5,17.2,0.994564,3.334,0.866,10.48,5
9.09,0.147,0.338,0.85,0.094,32.6,48.9,0.996061,3.039,0.993,10.26,5
7.66,0.347,0.608,2.21,0.016,20.3,74.3,0.995631,2.885,0.755,9.55,3
7.44,0.626,0.578,4.97,0.087,11.9,38.7,0.9953,3.164,0.752,8.44,3
7.6,0.55,0.338,5.43,0.098,17.4,85.1,0.995404,3.352,0.577,11.82,7
7.87,0.563,0.358,0.6,0.077,5.1,83.8,0.997707,2.826,0.8,10.19,6
7.66,0.881,0.42,2.0,0.105,11.3,25.4,1.000558,3.183,0.548,9.97,6
9.86,0.302,0.031,1.05,0.095,12.5,99.0,0.998259,3.022,0.41,9.73,6
5.35,0.525,0.392,3.88,0.068,2.8,48.0,0.998833,3.274,0.919,11.65,5
9.77,0.585,0.131,2.9,0.019,20.0,48.1,0.995983,3.604,0.448,11.28,8
7.65,0.397,0.331,1.61,0.092,10.6,49.8,0.996899,3.277,0.735,9.43,5
8.94,0.535,0.227,2.6,0.054,12.2,48.8,0.99751,3.294,0.51,11.56,6
6.38,0.242,0.365,1.83,0.067,9.9,40.0,0.995447,3.436,0.852,10.25,6
10.56,0.784,0.292,4.76,0.104,47.0,40.4,0.995891,3.313,0.875,9.79,3
10.42,0.407,0.314,3.27,0.137,8.9,6.0,0.998324,3.278,0.75,10.11,4
9.93,0.896,0.304,3.44,0.086,5.8,100.0,0.998772,3.449,0.872,9.62,4
5.72,0.524,0.392,1.23,0.106,1.0,98.7,0.996828,3.381,0.661,9.08,4
9.71,0.715,0.355,2.41,0.036,23.9,74.5,0.994429,3.353,1.04,11.18,3
8.99,0.52,0.251,5.42,0.096,29.9,38.7,0.996138,3.289,0.787,10.18,4
5.57,0.524,0.582,4.36,0.085,8.7,13.3,0.993961,3.258,0.507,11.02,8
8.26,0.425,0.329,0.6,0.13,29.3,24.9,0.996843,3.448,0.672,10.69,5
8.92,0.551,0.353,2.06,0.068,23.7,110.4,0.997185,3.26,0.634,10.95,7
9.25,0.587,0.468,0.82,0.079,13.9,23.7,0.996186,3.495,0.617,8.35,5
8.6,0.389,0.339,4.9,0.124,13.2,31.0,0.997159,3.153,0.378,9.53,7
8.8,0.507,0.099,2.84,0.084,17.8,80.4,0.997492,3.525,0.726,10.97,7
10.81,0.42,0.193,1.43,0.048,25.1,95.9,0.997188,3.381,0.424,9.13,8
10.38,0.944,0.179,2.55,0.176,20.1,101.1,0.994417,3.165,0.231,10.77,4
4.0,0.514,0.415,1.15,0.049,8.8,80.7,0.996219,3.386,0.602,9.01,3
7.76,0.808,0.203,0.98,0.085,14.1,86.0,0.997479,3.212,0.531,10.42,4
8.02,0.495,0.422,2.55,0.099,36.7,48.2,0.9997,3.315,0.514,12.01,7
5.32,0.577,0.298,3.68,0.096,18.5,21.8,0.996183,3.237,0.22,11.17,6
8.46,0.292,0.515,0.6,0.08,25.0,47.4,0.997747,3.29,0.515,8.55,7
10.42,0.45,0.214,1.97,0.081,21.6,66.9,0.998368,3.451,0.63,11.25,8
6.45,0.568,0.359,3.91,0.079,18.8,42.0,0.996326,3.388,0.552,12.22,4
8.87,0.815,0.366,0.6,0.048,17.0,40.6,0.998882,3.141,0.726,13.2,5
6.74,0.57,0.555,2.82,0.162,25.3,14.8,0.998984,3.15,0.897,10.88,5
7.16,0.779,0.054,2.59,0.079,23.4,13.5,0.999323,3.351,0.748,9.04,3
10.81,0.645,0.183,4.9,0.108,18.7,107.0,0.997571,3.361,0.834,10.83,6
7.38,0.823,0.431,2.18,0.075,8.6,108.2,1.001184,3.209,0.849,12.0,3
9.09,0.519,0.564,2.26,0.075,19.9,46.4,0.995531,3.549,0.487,10.21,8
5.12,0.96,0.316,3.7,0.071,15.2,55.8,1.000736,3.432,0.735,11.44,3
11.47,0.443,0.214,0.64,0.033,12.7,14.2,0.99816,3.216,0.829,9.56,3
9.32,0.392,0.414,2.19,0.081,44.0,67.6,0.999247,3.202,0.586,10.77,4
7.99,0.312,0.435,1.86,0.073,1.0,104.4,0.996092,3.276,0.526,8.0,8
9.28,0.95,0.202,2.31,0.128,26.0,6.0,0.998305,3.26,0.75,9.45,8
5.9,0.678,0.333,3.69,0.045,6.8,61.8,0.999411,3.498,0.408,10.39,8
10.31,0.47,0.494,3.28,0.067,17.3,64.2,0.994634,3.458,0.475,10.04,7
7.75,0.755,0.629,1.45,0.056,42.9,63.9,0.99639,3.315,0.547,9.1,8
7.95,0.654,0.411,2.69,0.137,5.8,100.5,0.992632,3.412,0.737,9.9,5
7.46,0.884,0.278,4.59,0.057,8.3,113.5,0.996361,3.433,0.697,10.73,3
7.31,0.251,0.26,1.34,0.107,15.7,38.8,0.99515,3.319,0.836,10.31,5
9.48,0.482,0.376,2.7,0.121,7.0,68.6,0.996286,3.37,0.503,10.46,4
8.74,0.447,0.248,2.23,0.082,25.2,49.3,1.002255,3.399,0.494,11.13,4
9.41,0.175,0.306,2.41,0.039,10.3,25.7,0.999964,3.383,0.749,10.06,7
8.29,0.721,0.069,0.6,0.039,22.8,55.4,0.993965,3.193,0.524,11.76,4
9.17,0.481,0.516,4.48,0.117,1.9,68.6,0.997756,3.208,0.557,9.41,4
7.59,0.663,0.053,1.42,0.043,3.1,53.6,0.998218,3.267,0.344,12.33,5
12.09,0.955,0.188,3.94,0.101,13.5,17.5,0.996058,3.204,0.709,11.51,3
5.63,0.466,0.289,1.63,0.091,1.0,31.2,0.997039,3.089,0.922,10.04,7
10.44,0.454,0.648,1.62,0.1,31.8,31.5,0.997224,3.411,0.485,10.11,7
10.63,0.551,0.19,4.2,0.104,1.0,18.8,0.994141,3.362,0.834,10.61,6
6.85,0.708,0.143,3.89,0.054,5.0,56.8,0.99474,3.109,0.65,11.0,3
12.09,0.428,0.165,2.79,0.053,20.2,60.3,0.997027,3.274,0.36,11.49,7
9.99,0.416,0.585,3.57,0.112,9.7,78.7,0.996889,3.282,0.508,9.06,5
9.95,0.72,0.264,2.1,0.065,1.0,18.3,0.995354,3.337,0.497,10.84,4
8.35,0.598,0.079,2.49,0.012,37.3,27.5,0.995191,3.148,0.606,8.28,8
7.93,0.162,0.789,1.57,0.11,5.4,97.6,0.996529,3.107,0.731,10.22,8
7.94,0.309,0.382,3.77,0.051,13.8,41.1,0.998384,3.388,0.974,11.85,5
8.96,0.8,0.06,1.53,0.103,13.7,47.5,0.996555,3.08,0.417,8.98,5
10.68,0.602,0.262,4.58,0.136,23.4,40.7,0.999783,3.275,0.578,8.8,8
8.61,0.393,0.283,2.06,0.088,20.8,83.8,0.995378,3.261,0.508,10.62,4
6.75,0.499,0.431,2.53,0.122,7.2,85.1,0.997067,3.292,0.444,11.79,5
9.7,0.532,0.62,3.56,0.092,12.5,83.1,0.996027,3.348,0.676,10.73,6
9.87,0.662,0.344,2.53,0.143,13.5,47.4,0.997817,3.55,0.66,8.5,5
9.41,0.286,0.167,2.08,0.05,23.8,17.8,0.995215,3.07,0.352,8.72,4
9.57,0.379,0.42,2.46,0.087,3.6,109.8,1.000362,3.441,0.663,10.5,3
7.84,0.579,0.137,3.75,0.111,37.1,74.7,0.993488,2.933,0.455,9.22,4
6.72,0.512,0.074,1.57,0.08,7.9,31.5,0.999959,3.519,0.662,10.54,5
6.82,0.633,0.064,2.32,0.127,15.8,93.3,0.996871,3.004,0.876,10.6,8
5.52,0.309,0.027,2.51,0.072,3.7,28.9,0.99775,3.675,0.739,9.91,5
8.7,0.594,0.1,3.71,0.159,2.3,92.9,0.999236,3.252,0.69,12.21,3
8.16,0.726,0.046,2.36,0.161,6.7,95.1,0.99833,3.504,0.57,10.99,8
7.55,0.618,0.33,5.03,0.097,5.7,16.2,0.995313,3.473,0.671,11.61,5
4.0,0.555,0.042,2.28,0.106,11.6,65.6,0.99784,3.245,0.756,11.32,8
6.18,0.513,0.327,2.17,0.129,5.6,72.2,1.000248,3.256,0.739,10.25,3
10.21,0.38,0.072,2.26,0.045,23.2,132.5,0.995014,3.184,0.643,10.21,3
7.17,0.517,0.18,0.66,0.041,7.7,22.1,1.000725,3.428,0.697,10.1,8
8.91,0.757,0.155,1.05,0.131,6.5,93.6,0.997433,3.246,0.436,11.08,3
5.94,0.509,0.559,1.76,0.097,11.8,47.1,0.995877,3.187,0.535,9.75,3
10.75,0.37,0.153,4.09,0.079,26.3,6.0,0.995003,3.391,0.78,12.13,6
8.06,0.441,0.437,2.45,0.087,18.2,42.6,0.996276,3.175,0.803,9.65,4
8.79,0.566,0.266,1.82,0.012,14.9,46.6,0.992985,3.261,0.676,10.61,5
12.25,0.463,0.262,4.22,0.08,1.0,11.7,0.995911,3.326,0.911,10.17,5
10.88,0.617,0.111,4.67,0.061,3.9,56.8,0.9962,3.214,0.746,9.95,4
7.78,0.624,0.259,4.26,0.119,2.5,78.0,0.994659,3.236,0.62,12.57,5
7.29,0.69,0.125,1.31,0.122,29.6,54.3,0.998121,3.54,0.453,9.96,4
7.75,0.786,0.302,1.81,0.107,21.5,28.7,0.996284,3.279,0.905,10.1,4
9.17,0.709,0.225,5.04,0.101,6.9,41.6,0.995492,3.256,0.791,9.74,4
8.12,0.362,0.091,2.84,0.035,10.0,46.4,0.996082,3.284,0.966,10.44,3
7.63,0.367,0.458,2.13,0.108,7.2,53.6,0.997375,3.378,1.028,10.3,6
10.79,0.516,0.351,3.51,0.109,6.6,83.0,0.996839,3.155,0.441,9.28,6
8.11,0.449,0.185,3.91,0.131,20.7,55.4,0.995368,3.374,0.442,9.98,3
12.21,0.325,0.298,1.7,0.161,12.9,6.0,0.996939,3.348,0.22,11.01,5
8.45,0.45,0.254,2.81,0.028,37.8,28.0,0.996604,3.042,0.816,11.43,7
11.34,0.445,0.105,3.8,0.073,29.0,52.0,0.994535,3.579,0.772,10.42,3
8.91,0.409,0.283,0.88,0.061,29.6,83.5,0.996152,3.529,0.677,10.46,4
9.94,0.473,0.152,2.52,0.093,22.9,89.2,0.997801,3.19,0.452,10.04,8
7.07,0.742,0.09,0.94,0.087,11.5,104.9,0.997787,3.142,0.645,9.9,5
6.85,0.566,0.038,1.12,0.079,22.2,50.8,0.996263,3.344,0.691,9.48,3
9.08,0.975,0.202,1.71,0.123,12.2,71.6,0.997986,3.096,0.793,8.84,6
9.98,0.561,0.378,3.17,0.048,33.0,6.0,0.994838,3.515,0.706,9.7,5
8.37,0.478,0.138,2.05,0.051,20.1,60.6,0.994897,3.24,0.773,11.3,4
6.11,0.531,0.749,1.59,0.051,18.7,11.1,0.996223,3.553,0.639,9.98,3
5.99,0.576,0.438,2.57,0.074,17.2,44.4,0.999545,3.186,0.861,10.05,8
5.87,0.608,0.518,0.89,0.044,34.2,146.2,0.99701,3.293,0.767,10.03,7
5.3,0.904,0.421,3.1,0.085,1.0,56.5,0.996177,3.5,0.458,11.64,7
8.49,0.378,0.622,4.08,0.081,35.2,18.1,0.999634,3.262,0.896,9.47,3
10.21,0.685,0.12,2.39,0.059,13.9,59.9,0.996155,3.351,0.868,10.68,8
8.28,0.567,0.217,2.22,0.118,1.1,29.5,1.000946,3.474,0.739,10.33,5
4.46,0.247,0.185,3.02,0.085,8.0,14.9,0.995729,3.227,0.708,10.47,5
7.98,0.669,0.376,0.6,0.124,1.4,115.7,0.994778,3.121,0.942,10.64,8
8.02,0.758,0.299,3.25,0.08,22.8,81.6,0.996384,3.091,0.382,10.46,5
11.86,0.376,0.322,6.84,0.086,5.0,57.9,0.996227,3.398,0.871,11.19,4
5.82,0.528,0.521,2.33,0.067,17.7,33.6,0.995165,3.368,0.579,10.37,4
